flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,loyalty_program_level,fleet_type_description,fleet_usage,response_group
987,CDX,ORX,2022-09-04,Early & Ontime,Early & Ontime,Atlantic,i flew polaris and it was a little weird that out of four choices everyone was asked for a first and second choice and even with that some did not get either. it seems there were not enough of each choice on board.,90+,non-elite,B787-8,Mainline,member
2235,RIX,ORX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,no_comment,70+,non-elite,A320-200,Mainline,member
2272,ANX,ORX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,"i liked the opportunity to choose a meal before the flight, this allows you to know what you will be having.",90+,non-elite,B737-MAX9,Mainline,member
3736,ERX,ORX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,more hot vegetarian options.,80+,non-elite,CRJ-200,Express,member
1477,DEX,EUX,2022-09-05,Delayed,Early & Ontime,Domestic,"on an earlier flight we purchased the snack packs and it was just bad. stale food. and it did not work together. for example, we had cheese spreads that were too hard to spread and just broke the crackers. the flavors did not match. it was just like a box of random snacks you bought at costco. alaska airlines does a better snack box.",90+,non-elite,A319-100,Mainline,member
128,DUX,IAX,2022-09-05,Delayed,Delayed,Atlantic,wine was complementary which was a lovely touch.,90+,non-member,B777-200,Mainline,non-member
970,AMX,SFX,2022-09-05,Delayed,Delayed,Atlantic,"the food options were generally good in polaris class. unfortunately, i was not able to get any of my food choices as they had run out and my order was taken last. i had to take my last choice (pork) which i do not eat but needed to due to the duration of the flight. this was not the fault of the flight attendant who was very apologetic.",80+,premier silver,B787-9,Mainline,member
460,DEX,MSX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,coffee.,90+,non-member,B737-800,Mainline,non-member
6115,LGX,IAX,2022-09-05,Delayed,Early & Ontime,Domestic,"please add some more snacks. for 3 & half hour flight , need some good snacks please. thanks.",90+,non-member,ERJ-175,Express,non-member
1238,SFX,SEX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,"they did not have any snacks, only drinks.",90+,premier silver,A319-100,Mainline,member
2121,SEX,EWX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,i could not buy anything because i can not use my card. flight attendant told me it is touchless purchase which is stupid. she said it is due to covid which is more stupid because we are sitting without masks but can not use my card due to coved. the stupidity of flight attendants amazes me.,90+,non-member,B737-MAX8,Mainline,non-member
1225,LAX,HNX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,i miss the food united use to serve.,90+,non-elite,B777-200,Mainline,member
5456,GJX,DEX,2022-09-05,Early & Ontime,Early & Ontime,Domestic,"obviously there is not time for a full beverage service on this flight, but a small bottle of water would be much appreciated.",90+,premier silver,ERJ-175,Express,member
2125,MSX,DEX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,great.,80+,non-elite,A320-200,Mainline,member
4659,CPX,DEX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,there was not any….,80+,premier 1k,CRJ-200,Express,member
1477,DEX,RIX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,would like to have protein only option.,90+,non-elite,A319-100,Mainline,member
3607,EWX,MCX,2022-09-06,Early & Ontime,Early & Ontime,Domestic,there was no snack offered and beverages selection was limited.,90+,premier silver,ERJ-170,Express,member
1278,CUX,LAX,2022-09-06,Early & Ontime,Early & Ontime,Latin,looking forward to the next flight.,90+,non-elite,B737-900,Mainline,member
603,DEX,SBX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,they should offer snack.,90+,non-elite,A320-200,Mainline,member
2125,LAX,EWX,2022-09-05,Delayed,Delayed,Domestic,"i am not really sure what was offered because i was asleep. i actually had feedback about the airport food/beverage options at the time of the flight: nothing in the gate area, had to go to a completely different gate area for it. but i realize there may not be anything you can do about that.",90+,non-elite,B737-MAX8,Mainline,member
1404,IAX,PNX,2022-09-06,Delayed,Delayed,Domestic,"no, the service was good.",90+,non-member,B737-700,Mainline,non-member
3708,SAX,ORX,2022-09-05,Delayed,Delayed,Domestic,i am fully satisfied with the beverages served in the flight.,90+,non-member,ERJ-170,Express,non-member
1137,DEX,MKX,2022-09-07,Delayed,Early & Ontime,Domestic,no_comment,90+,non-member,B737-800,Mainline,non-member
1491,PDX,ORX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,reallly good chicken thing. spiciness was actually... spicy!. in a really good way. i would eat/order the chicken thing off a plane if it was offered.,90+,non-elite,B737-MAX9,Mainline,member
3450,ATX,EWX,2022-09-07,Delayed,Early & Ontime,Domestic,a snack would have been nice.,90+,non-elite,ERJ-170,Express,member
38,EDX,EWX,2022-09-07,Early & Ontime,Delayed,Atlantic,this is the on. y time in about 6 flights i was able to eat the meal. i usually bring one onboard. i am lactose intolerant. you always have cheese or a dairy poeduct on your meals. i have tried vegetarian and kosher. they suck. beverages are fine.,90+,non-elite,B757-200,Mainline,member
5476,OKX,IAX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,on longer fights a heavier free snack option would be great other than pretzels.,80+,premier silver,ERJ-175,Express,member
1933,ORX,LGX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,there was no food/snack. only meals for purchase.,90+,non-elite,B737-800,Mainline,member
2096,ORX,LAX,2022-09-07,Early & Ontime,Delayed,Domestic,nothing available to purchase.,90+,non-elite,B787-10,Mainline,member
27,LHX,DEX,2022-09-07,Early & Ontime,Delayed,Atlantic,no_comment,0 to 70,non-elite,B787-9,Mainline,member
2369,SFX,DEX,2022-09-07,Early & Ontime,Delayed,Domestic,would like more choices of sodas. coke and sprite are not my choice of good sodas.,90+,non-member,A320-200,Mainline,non-member
2177,IAX,SLX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,for the price difference food and beverage offerings should be better.,90+,non-elite,B737-MAX9,Mainline,member
5,LHX,IAX,2022-09-07,Delayed,Delayed,Atlantic,"compared to other flights, there seemed to be less wine options (maybe only 2 or 3 choices).",0 to 70,non-elite,B787-9,Mainline,member
2404,FLX,IAX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,"have a more healthy options , like mix nuts or more organic less sugar snacks.",0 to 70,non-elite,B737-MAX8,Mainline,member
1950,IAX,ORX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,more selection would be nice. i did not know the selections because i did not want to touch the magazine.,90+,non-elite,B737-900,Mainline,member
253,HNX,IAX,2022-09-08,Early & Ontime,Delayed,Domestic,the salad was a welcome change from the usual entrees.,90+,non-elite,B777-200,Mainline,member
171,EWX,VCX,2022-09-08,Early & Ontime,Early & Ontime,Atlantic,breakfast was awful.,90+,non-elite,B767-300,Mainline,member
1461,DEX,STX,2022-09-08,Delayed,Early & Ontime,Domestic,it would have been nice to have a snack that you did not have to purchase.,80+,non-member,A320-200,Mainline,non-member
998,ACX,IAX,2022-09-08,Early & Ontime,Early & Ontime,Atlantic,food from outbound flight was not palatable therefore did not consume on the inbound flight.,90+,non-elite,B787-8,Mainline,member
1017,IAX,CUX,2022-09-07,Early & Ontime,Early & Ontime,Latin,no snacks on 2nd flight. not loaded.,90+,non-member,B737-900,Mainline,non-member
59,SFX,FRX,2022-09-08,Early & Ontime,Delayed,Atlantic,the “croissant” was a waste of space for breakfast and was not good. the sides we pretty mediocre at best. entrees we are pretty good but not amazing.,90+,non-elite,B777-300,Mainline,member
59,SFX,FRX,2022-09-08,Early & Ontime,Delayed,Atlantic,i would really love some more healthy options like some fresh fruit or vegetables or a salad.,90+,non-member,B777-300,Mainline,non-member
63,IAX,GRX,2022-09-08,Delayed,Delayed,Latin,"breakfast was poor, just an yogurt and a quarter of a cookie.",80+,non-elite,B787-9,Mainline,member
2643,ORX,EWX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,unremarkable. the drinks are the least of the concerns.,90+,non-elite,B737-900,Mainline,member
902,SFX,LHX,2022-09-08,Early & Ontime,Early & Ontime,Atlantic,"on this flight i was not woken up for 2 snacks even though i had put on my screen to wake me up for that kind of service. was a bit disappointed. however, the vegetarian pasta was nice.",80+,non-elite,B777-200,Mainline,member
57,CDX,EWX,2022-09-08,Early & Ontime,Early & Ontime,Atlantic,"for internat'l flight back home so early in the morning, it would be nice to have some lighter food on the first meal and more of a lunch meal later in the flight. our flight was 9:45 am.",70+,non-elite,B777-300,Mainline,member
57,CDX,EWX,2022-09-08,Early & Ontime,Early & Ontime,Atlantic,the cutlery is better wrapped and sealed for sanitary purposes.,70+,non-elite,B777-300,Mainline,member
4244,LFX,IAX,2022-09-07,Early & Ontime,Early & Ontime,Domestic,"it was great that a dinner was served before landing (in addition to the lunch served at the start of the flight) because we were all still on central time and were getting hungry again. only improvements i would suggest are these: 1) would be great to be able to order what you want as a pre flight beverage, instead of just the 2 choices of water and sparkling wine. 2) would be nice to be able to pre order meals- my daughter did not enjoy her entree but it was all that was left. thanks!.",80+,non-elite,ERJ-145,Express,member
1188,BOX,SFX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,very limited supply/offering of just water after the main drink serving (which was 2) time. i believe there should be additional water offered 3-4 more times on this type/length of flight.,70+,non-elite,B737-MAX9,Mainline,member
674,MCX,IAX,2022-09-09,Early & Ontime,Delayed,Domestic,the beer was not cold.,90+,non-member,B737-900,Mainline,non-member
1854,MTX,IAX,2022-09-08,Early & Ontime,Early & Ontime,Latin,"i understand, that this was a short flight, but a bit more variation of snacks, would be fine and that snacks are available on bord.",0 to 70,non-member,A319-100,Mainline,non-member
2072,IAX,SNX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,add root beer.,70+,non-elite,B737-700,Mainline,member
3427,EWX,GRX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,would have liked the entire can of coke.,90+,premier silver,ERJ-175,Express,member
497,DEX,MSX,2022-09-08,Early & Ontime,Early & Ontime,Domestic,"this is regarding the flight from sba to den. not denver to madison. the pilot out of santa barbara asked for a different plane due to mechanical issues, and oddly as a result the ground crew at the airport told us that there would be no snacks available to us. why could not they get the bags of cookies/pretzels off of the other plane?. we were told this as we were boarding. not that a cookie or pretzels are super important but till odd..... at least we had beverages. we did not have time at that point to go buy food or beverage from the airport gift shop. all was fine on the flight den to msn.",90+,non-elite,B737-800,Mainline,member
2225,LAX,IAX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,"unlike my flight from iad to las, i did not receive an email advising me to choose my meal for the las to iad flight. i assumed there was not meal for my late night flight but was pleasantly surprised when i was on the airplane and received a meal.",70+,non-elite,B737-900,Mainline,member
1174,SJX,EWX,2022-09-10,Early & Ontime,Early & Ontime,Latin,somewhat disappointed in selection/ variety of both complimentary and for-purchase snack selection. early morning flight and for-purchase options were mainly lunch.,90+,non-elite,B767-400,Mainline,member
1174,SJX,EWX,2022-09-10,Early & Ontime,Early & Ontime,Latin,offer a greater variety of snacks.,90+,premier silver,B767-400,Mainline,member
725,GJX,DEX,2022-09-10,Delayed,Early & Ontime,Domestic,no_comment,70+,non-elite,A320-200,Mainline,member
411,HNX,SNX,2022-09-10,Delayed,Early & Ontime,Domestic,thankfully for your complementary beverage.,90+,non-member,B737-700,Mainline,non-member
2141,MIX,IAX,2022-09-09,Delayed,Early & Ontime,Domestic,"regarding food choices in the business first cabin (for which i am grateful for the upgrades), it has been ~3 months that the same food items (chicken pasta or vegetarian meatball) have been offered as the two choices in business first. while i find both meals to be good, i think it may be time to offer other meal selections.",90+,premier 1k,B737-900,Mainline,member
621,STX,EWX,2022-09-10,Early & Ontime,Early & Ontime,Latin,no_comment,90+,non-member,B737-900,Mainline,non-member
116,SFX,PPX,2022-09-10,Early & Ontime,Early & Ontime,Pacific,"the taste of the meal is not great. for an international flight as long as 8 hours, we can deserve a better quality.",70+,non-elite,B787-9,Mainline,member
2345,IAX,CLX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,waffle did not come with butter. which i felt was odd. seems like there should have been packets available.,0 to 70,premier silver,B737-700,Mainline,member
4427,PIX,EWX,2022-09-04,Early & Ontime,Early & Ontime,Domestic,those waffle cookies with my coffee were delicious!!!!!.,90+,non-elite,CRJ-550,Express,member
3730,SDX,ORX,2022-09-09,Early & Ontime,Early & Ontime,Domestic,the options always depress me. the food for sale is often money poorly spent.,90+,non-elite,CRJ-200,Express,member
1582,DEX,IAX,2022-09-11,Delayed,Delayed,Domestic,the entree was bitter tasting.,90+,non-member,B777-200,Mainline,non-member
2082,MFX,IAX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,no_comment,90+,non-member,A319-100,Mainline,non-member
1508,DEX,SAX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,"green tea should be offered and things without so much sugar like at least coke zero or other alternative drinks without sugar. diet soda does not count. with so many snacks out there, the choice of dry pretzels or plane cookie is not great. why bother almost. how about a nice protein bar or something like that would be nice.",90+,non-elite,B737-800,Mainline,member
4559,EWX,ACX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,there was not any food nor beverage service on this very brief flight.,90+,non-elite,CRJ-550,Express,member
565,DEX,EWX,2022-09-11,Delayed,Early & Ontime,Domestic,all reasonably good.,90+,premier gold,B737-900,Mainline,member
